,female,Sample_ID,kl2_cq,protamine_cq,qdal_cq,genotype,sample_type,embryo_genotype
77,female1,female1_102,30.9334751373694,0.0,32.054874182857446,unknown,embryo,XBY
78,female1,female1_103,0.0,30.685512128739198,31.8602525687991,unknown,embryo,XDXB
79,female1,female1_11,0.0,29.65350727288675,31.1436600842486,unknown,embryo,XDXB
80,female1,female1_12,30.014637012937,29.7467403251154,0.0,unknown,embryo,XDY
81,female1,female1_13,29.9179567924337,0.0,0.0,unknown,embryo,OY
82,female1,female1_14,0.0,0.0,30.39417093745285,unknown,embryo,XBXB
83,female1,female1_15,0.0,28.94475523319825,30.16166935381235,unknown,embryo,XDXB
84,female1,female1_16,0.0,29.6257080838584,31.0372135023894,unknown,embryo,XDXB
85,female1,female1_17,0.0,0.0,31.7501364851665,unknown,embryo,XBXB
86,female1,female1_18,30.5875679329137,29.53624501640715,0.0,unknown,embryo,XDY
87,female1,female1_19,31.23401808012705,29.63857330568615,0.0,unknown,embryo,XDY
88,female1,female1_2,0.0,29.20419500062075,31.0863165664705,unknown,embryo,XDXB
89,female1,female1_20,30.97358485401545,30.085395181097752,0.0,unknown,embryo,XDY
90,female1,female1_21,0.0,29.8469683169899,31.5448895103008,unknown,embryo,XDXB
91,female1,female1_22,31.33656537846,30.78163748203535,0.0,unknown,embryo,XDY
92,female1,female1_23,29.5223390818572,29.074648484685653,0.0,unknown,embryo,XDY
93,female1,female1_24,29.3645830336244,28.99547079658,0.0,unknown,embryo,XDY
94,female1,female1_25,0.0,30.8422851692101,31.992070666997897,unknown,embryo,XDXB
95,female1,female1_26,0.0,0.0,0.0,unknown,embryo,failed
96,female1,female1_27,29.3246609250738,0.0,30.3340998707538,unknown,embryo,XBY
97,female1,female1_28,0.0,30.3448755061225,31.8983804796325,unknown,embryo,XDXB
98,female1,female1_29,0.0,0.0,0.0,unknown,embryo,failed
99,female1,female1_3,0.0,30.74810499959025,31.1589686316186,unknown,embryo,XDXB
100,female1,female1_30,0.0,29.15460265761275,30.74799125507905,unknown,embryo,XDXB
101,female1,female1_31,0.0,29.0308262028834,30.4905798764065,unknown,embryo,XDXB
102,female1,female1_32,0.0,0.0,29.7569375784144,unknown,embryo,XBXB
103,female1,female1_33,29.5794326241058,28.88876422328515,30.1255124988115,unknown,embryo,XDXBY
104,female1,female1_34,30.783410387226752,29.255238912137,0.0,unknown,embryo,XDY
105,female1,female1_35,30.760276038652897,29.321263323950348,0.0,unknown,embryo,XDY
106,female1,female1_36,31.131217835134102,29.51906266223855,0.0,unknown,embryo,XDY
107,female1,female1_37,30.61240005504245,29.1612538057486,0.0,unknown,embryo,XDY
108,female1,female1_38,31.1546772791965,29.039877767529802,0.0,unknown,embryo,XDY
109,female1,female1_39,31.72113562241325,29.5405725033031,0.0,unknown,embryo,XDY
110,female1,female1_4,30.79448892648315,0.0,0.0,unknown,embryo,OY
111,female1,female1_40,33.12001850599785,30.40221073091145,0.0,unknown,embryo,XDY
112,female1,female1_41,0.0,29.07173916082445,30.2994360621746,unknown,embryo,XDXB
113,female1,female1_42,0.0,29.526519167400302,30.8992087315185,unknown,embryo,XDXB
114,female1,female1_43,29.1062879798142,0.0,30.7084898753028,unknown,embryo,XBY
115,female1,female1_44,0.0,29.1098613599999,30.3935037310566,unknown,embryo,XDXB
116,female1,female1_45,0.0,0.0,0.0,unknown,embryo,failed
117,female1,female1_46,30.07872941688235,28.96901162139745,0.0,unknown,embryo,XDY
118,female1,female1_47,0.0,0.0,30.469781392269702,unknown,embryo,XBXB
119,female1,female1_48,32.909378922297805,31.95713041749095,0.0,unknown,embryo,XDY
120,female1,female1_49,0.0,0.0,29.6008696830277,unknown,embryo,XBXB
121,female1,female1_5,0.0,29.087396962587448,30.5719154095281,unknown,embryo,XDXB
122,female1,female1_50,0.0,0.0,29.4863367518691,unknown,embryo,XBXB
123,female1,female1_51,30.240032994005297,0.0,30.2517456067595,unknown,embryo,XBY
124,female1,female1_52,31.44561267654505,29.176745070966298,0.0,unknown,embryo,XDY
125,female1,female1_53,30.25041572262485,0.0,30.24202784532255,unknown,embryo,XBY
126,female1,female1_54,29.95086419471145,0.0,30.526392540498698,unknown,embryo,XBY
127,female1,female1_55,0.0,0.0,0.0,unknown,embryo,failed
128,female1,female1_56,0.0,29.07607858320825,30.31878060311275,unknown,embryo,XDXB
129,female1,female1_57,0.0,29.5898357428338,31.07679193827515,unknown,embryo,XDXB
130,female1,female1_58,31.603723758666852,0.0,31.200556477452352,unknown,embryo,XBY
131,female1,female1_59,31.1000909875523,0.0,30.59332696018375,unknown,embryo,XBY
132,female1,female1_6,29.85159136784445,0.0,30.39185838945075,unknown,embryo,XBY
133,female1,female1_60,0.0,29.7746907741499,31.06265086237,unknown,embryo,XDXB
134,female1,female1_61,0.0,29.27406564640775,30.95122501920545,unknown,embryo,XDXB
135,female1,female1_62,0.0,28.7555350963166,30.21393031179535,unknown,embryo,XDXB
136,female1,female1_63,31.256342175303352,28.8952120267208,0.0,unknown,embryo,XDY
137,female1,female1_64,31.347942855533603,29.208305926487597,0.0,unknown,embryo,XDY
138,female1,female1_65,31.8809250487405,0.0,31.8155593944661,unknown,embryo,XBY
139,female1,female1_66,0.0,0.0,30.70007285497265,unknown,embryo,XBXB
140,female1,female1_67,30.93571592065775,29.0581800675634,0.0,unknown,embryo,XDY
141,female1,female1_68,0.0,30.2046741526001,31.4234509400519,unknown,embryo,XDXB
142,female1,female1_69,0.0,0.0,31.209189804573953,unknown,embryo,XBXB
143,female1,female1_7,30.530940374760448,30.17649486902095,0.0,unknown,embryo,XDY
144,female1,female1_70,30.25962502484045,0.0,31.651886248523603,unknown,embryo,XBY
145,female1,female1_71,29.98173987762935,30.7335745394323,0.0,unknown,embryo,XDY
146,female1,female1_72,0.0,0.0,0.0,unknown,embryo,failed
147,female1,female1_73,32.37609469207425,31.535322276902953,29.94716985204545,unknown,embryo,XDXBY
148,female1,female1_74,0.0,0.0,0.0,unknown,embryo,failed
149,female1,female1_75,30.1207580311187,0.0,30.5196818029781,unknown,embryo,XBY
150,female1,female1_76,30.14090554427795,28.92167594827025,0.0,unknown,embryo,XDY
151,female1,female1_77,30.57763537227925,30.0610307903861,0.0,unknown,embryo,XDY
152,female1,female1_78,0.0,30.1103607087111,31.4982516688877,unknown,embryo,XDXB
153,female1,female1_79,0.0,0.0,30.756637902041348,unknown,embryo,XBXB
154,female1,female1_8,30.346339487403952,0.0,31.726764773669252,unknown,embryo,XBY
155,female1,female1_80,0.0,0.0,30.7956513339547,unknown,embryo,XBXB
156,female1,female1_81,0.0,0.0,29.376676656353197,unknown,embryo,XBXB
157,female1,female1_82,0.0,29.846585079442548,31.04607271601505,unknown,embryo,XDXB
158,female1,female1_83,29.97272566621365,29.71527530707775,0.0,unknown,embryo,XDY
159,female1,female1_84,0.0,29.447620719627402,30.789361371030097,unknown,embryo,XDXB
160,female1,female1_85,0.0,29.712991727188403,31.14702888862965,unknown,embryo,XDXB
161,female1,female1_86,29.84347284662195,0.0,30.864332702258,unknown,embryo,XBY
162,female1,female1_87,29.9126546124197,29.48559961358835,0.0,unknown,embryo,XDY
163,female1,female1_88,30.4911746459245,30.804953410828553,0.0,unknown,embryo,XDY
164,female1,female1_89,0.0,29.2788686136585,30.742049565667052,unknown,embryo,XDXB
165,female1,female1_9,0.0,30.3335551993145,31.98862757093045,unknown,embryo,XDXB
166,female1,female1_90,29.664142215555202,30.303517161729502,0.0,unknown,embryo,XDY
167,female1,female1_91,30.72692557712105,31.0359024859396,0.0,unknown,embryo,XDY
168,female1,female1_92,30.29418588951535,30.5221254560356,0.0,unknown,embryo,XDY
169,female1,female1_93,30.15883464603415,30.3311697643269,0.0,unknown,embryo,XDY
170,female1,female1_94,30.5955645292655,30.736897587125,0.0,unknown,embryo,XDY
171,female1,female1_95,30.74477870699915,31.07029036239835,0.0,unknown,embryo,XDY
172,female1,female1_96,0.0,31.50925501527075,33.26324477793155,unknown,embryo,XDXB
173,female1,female1_97,0.0,0.0,30.43560129052515,unknown,embryo,XBXB
174,female1,female1_98,0.0,30.63588559181635,32.40067163094275,unknown,embryo,XDXB
175,female1,female1_99,0.0,30.65794866447275,32.3228250607755,unknown,embryo,XDXB
176,female6,female6_1,30.99732491714575,0.0,30.60365074976345,unknown,embryo,XBY
177,female6,female6_10,0.0,29.338848098314003,30.4396716502456,unknown,embryo,XDXB
178,female6,female6_11,0.0,0.0,29.59737472093695,unknown,embryo,XBXB
179,female6,female6_12,30.7127249655605,29.051296658884553,0.0,unknown,embryo,XDY
180,female6,female6_13,32.1674262308235,30.22514507933375,0.0,unknown,embryo,XDY
181,female6,female6_14,31.0415310414654,0.0,31.16769172133585,unknown,embryo,XBY
182,female6,female6_15,0.0,30.073978768303,31.626523338379748,unknown,embryo,XDXB
183,female6,female6_16,0.0,30.2896857444736,31.638346428400148,unknown,embryo,XDXB
184,female6,female6_17,32.3082077583747,30.25437200174455,0.0,unknown,embryo,XDY
185,female6,female6_18,0.0,0.0,0.0,unknown,embryo,failed
186,female6,female6_19,30.803937873343152,30.0617244885076,0.0,unknown,embryo,XDY
187,female6,female6_2,31.7260843988926,0.0,31.571025880783253,unknown,embryo,XBY
188,female6,female6_20,30.850073841898052,31.104312278425148,0.0,unknown,embryo,XDY
189,female6,female6_21,0.0,31.10959419959675,32.38169016040615,unknown,embryo,XDXB
190,female6,female6_22,0.0,31.5007523432888,32.663168147574254,unknown,embryo,XDXB
191,female6,female6_23,30.35247212244265,29.94354081317615,0.0,unknown,embryo,XDY
192,female6,female6_24,0.0,0.0,29.5665454134706,unknown,embryo,XBXB
193,female6,female6_25,0.0,0.0,30.39353840743275,unknown,embryo,XBXB
194,female6,female6_26,0.0,0.0,0.0,unknown,embryo,failed
195,female6,female6_27,32.82062184951985,30.8399638268676,0.0,unknown,embryo,XDY
196,female6,female6_28,0.0,0.0,0.0,unknown,embryo,failed
197,female6,female6_29,31.721008635659203,29.220527751503,0.0,unknown,embryo,XDY
198,female6,female6_3,0.0,29.3343553176738,30.3555394430604,unknown,embryo,XDXB
199,female6,female6_30,0.0,0.0,30.40150667715605,unknown,embryo,XBXB
200,female6,female6_31,0.0,0.0,29.71748768946715,unknown,embryo,XBXB
201,female6,female6_32,31.2437378647803,29.97967699740585,0.0,unknown,embryo,XDY
202,female6,female6_33,0.0,0.0,30.13927630935655,unknown,embryo,XBXB
203,female6,female6_34,31.37555967505815,29.2306700890826,0.0,unknown,embryo,XDY
204,female6,female6_35,0.0,29.17382477087655,30.77716052271775,unknown,embryo,XDXB
205,female6,female6_36,30.3147089557672,29.453249235952597,0.0,unknown,embryo,XDY
206,female6,female6_37,0.0,0.0,0.0,unknown,embryo,failed
207,female6,female6_38,0.0,28.9935703757455,30.49048068991725,unknown,embryo,XDXB
208,female6,female6_39,0.0,0.0,0.0,unknown,embryo,failed
209,female6,female6_4,31.12605030868515,29.654381456710702,0.0,unknown,embryo,XDY
210,female6,female6_40,0.0,0.0,30.010541523197702,unknown,embryo,XBXB
211,female6,female6_41,0.0,0.0,0.0,unknown,embryo,failed
212,female6,female6_42,0.0,0.0,29.8122855737477,unknown,embryo,XBXB
213,female6,female6_43,30.100469423487247,29.1223561107723,0.0,unknown,embryo,XDY
214,female6,female6_44,0.0,0.0,0.0,unknown,embryo,failed
215,female6,female6_45,0.0,0.0,30.2449328367474,unknown,embryo,XBXB
216,female6,female6_46,0.0,29.326672607264598,30.87415630306135,unknown,embryo,XDXB
217,female6,female6_47,30.78486929641795,29.26158803864235,0.0,unknown,embryo,XDY
218,female6,female6_48,0.0,0.0,30.127483287474497,unknown,embryo,XBXB
219,female6,female6_49,30.66477198563875,0.0,30.78457016512005,unknown,embryo,XBY
220,female6,female6_5,0.0,29.1133633875899,30.3499940736166,unknown,embryo,XDXB
221,female6,female6_50,0.0,0.0,0.0,unknown,embryo,failed
222,female6,female6_51,30.41189443713775,28.873697701858852,0.0,unknown,embryo,XDY
223,female6,female6_52,32.418741631748745,0.0,31.099908847845647,unknown,embryo,XBY
224,female6,female6_53,0.0,28.880698083902402,30.10363262328175,unknown,embryo,XDXB
225,female6,female6_54,0.0,0.0,30.1629090451511,unknown,embryo,XBXB
226,female6,female6_55,31.21730194938685,0.0,30.57602660837765,unknown,embryo,XBY
227,female6,female6_56,0.0,0.0,0.0,unknown,embryo,failed
228,female6,female6_57,0.0,0.0,0.0,unknown,embryo,failed
229,female6,female6_58,31.029218815649998,29.02322456006765,0.0,unknown,embryo,XDY
230,female6,female6_59,0.0,28.705040395047597,30.305477988618648,unknown,embryo,XDXB
231,female6,female6_6,31.7452923885958,0.0,30.91303993615135,unknown,embryo,XBY
232,female6,female6_60,31.0450825562068,29.282358121397948,0.0,unknown,embryo,XDY
233,female6,female6_61,31.500076918731352,0.0,30.5384576616999,unknown,embryo,XBY
234,female6,female6_62,0.0,0.0,0.0,unknown,embryo,failed
235,female6,female6_63,31.754910772033398,0.0,31.014910430797002,unknown,embryo,XBY
236,female6,female6_64,0.0,0.0,0.0,unknown,embryo,failed
237,female6,female6_65,0.0,0.0,0.0,unknown,embryo,failed
238,female6,female6_66,0.0,0.0,0.0,unknown,embryo,failed
239,female6,female6_67,30.600602258110648,0.0,31.49662305467315,unknown,embryo,XBY
240,female6,female6_68,32.24726583672545,31.086195250985647,0.0,unknown,embryo,XDY
241,female6,female6_69,0.0,30.5562908216142,31.61615142404485,unknown,embryo,XDXB
242,female6,female6_7,0.0,29.00172569631415,30.44672952498005,unknown,embryo,XDXB
243,female6,female6_70,0.0,0.0,0.0,unknown,embryo,failed
244,female6,female6_71,0.0,0.0,0.0,unknown,embryo,failed
245,female6,female6_72,0.0,0.0,0.0,unknown,embryo,failed
246,female6,female6_73,0.0,0.0,0.0,unknown,embryo,failed
247,female6,female6_74,31.08322975766235,0.0,31.759426122629698,unknown,embryo,XBY
248,female6,female6_75,32.1574683597852,0.0,32.2703933456329,unknown,embryo,XBY
249,female6,female6_76,31.086610696956953,29.230307124815297,0.0,unknown,embryo,XDY
250,female6,female6_8,30.594640305899148,0.0,30.150905262662903,unknown,embryo,XBY
251,female6,female6_9,31.0282876949646,29.1799239789989,0.0,unknown,embryo,XDY
0,,BB10,0.0,0.0,25.086339403570797,XBXB,adult,
1,,BB3,0.0,0.0,25.23471355024185,XBXB,adult,
2,,BB4,0.0,0.0,25.50160742377905,XBXB,adult,
3,,BB5,0.0,0.0,25.87921588668695,XBXB,adult,
4,,BB6,0.0,0.0,25.245810163808848,XBXB,adult,
5,,BB7,0.0,0.0,26.33009809584355,XBXB,adult,
6,,BB8,0.0,0.0,26.27700482398535,XBXB,adult,
7,,BB9,0.0,0.0,25.47670891929355,XBXB,adult,
8,,BD10,0.0,25.32152308660455,25.57423299554145,XDXB,adult,
9,,BD3,0.0,26.08127467952765,26.0982718939442,XDXB,adult,
10,,BD4,0.0,24.6305031491866,24.69567681519835,XDXB,adult,
11,,BD5,0.0,25.1593180654991,25.4492911235847,XDXB,adult,
12,,BD6,0.0,25.0955824177931,25.379155750737702,XDXB,adult,
13,,BD7,0.0,24.98719392147165,25.5284445716332,XDXB,adult,
14,,BD8,0.0,25.263496712991248,25.562559886558603,XDXB,adult,
15,,BD9,0.0,25.48090544315305,25.60593492455995,XDXB,adult,
16,,BY10,27.064540166710152,0.0,26.0683655216864,XBY,adult,
17,,BY3,26.73726797070735,0.0,25.93715707161445,XBY,adult,
18,,BY4,27.0210570629447,0.0,26.25930816152125,XBY,adult,
19,,BY5,26.93526501934575,0.0,26.1032070149609,XBY,adult,
20,,BY6,26.61447677758515,0.0,25.9936904739418,XBY,adult,
21,,BY7,26.698573672263997,0.0,25.90735403054795,XBY,adult,
22,,BY8,26.85297167070005,0.0,25.91791436378015,XBY,adult,
23,,BY9,27.97019615183615,0.0,26.6747639005727,XBY,adult,
24,,DY10,26.770450135980653,25.6771708137432,0.0,XDY,adult,
25,,DY3,26.915741371611,25.830137970242603,0.0,XDY,adult,
26,,DY4,26.500634943239753,25.491432484304852,0.0,XDY,adult,
27,,DY5,27.07932555537905,25.883736901234897,0.0,XDY,adult,
28,,DY6,27.2147488496841,26.2513093938368,0.0,XDY,adult,
29,,DY7,27.64906559712115,26.38529567701795,0.0,XDY,adult,
30,,DY8,27.0860614709847,25.94984770623295,0.0,XDY,adult,
31,,DY9,27.3306822090209,25.6798902753588,0.0,XDY,adult,
