"fY","fW","Xd_equil","XX","XdX","XdXd","XY","XdY"
0.02,0.24,0,0.5,0,0,0.5,0
0.02,0.25,0,0.5,0,0,0.5,0
0.02,0.26,0,0.5,0,0,0.5,0
0.02,0.27,0,0.5,0,0,0.5,0
0.02,0.28,0,0.5,0,0,0.5,0
0.02,0.29,0,0.5,0,0,0.5,0
0.02,0.3,0,0.5,0,0,0.5,0
0.02,0.31,0,0.5,0,0,0.5,0
0.02,0.32,0,0.5,0,0,0.5,0
0.02,0.33,0,0.5,0,0,0.5,0
0.02,0.34,0,0.5,0,0,0.5,0
0.02,0.35,0,0.5,0,0,0.5,0
0.02,0.36,0,0.5,0,0,0.5,0
0.02,0.37,0,0.5,0,0,0.5,0
0.02,0.38,0,0.5,0,0,0.5,0
0.02,0.39,0,0.5,0,0,0.5,0
0.02,0.4,0,0.5,0,0,0.5,0
0.02,0.41,0,0.5,0,0,0.5,0
0.02,0.42,0,0.5,0,0,0.5,0
0.02,0.43,0,0.5,0,0,0.5,0
0.02,0.44,0,0.5,0,0,0.5,0
0.02,0.45,0,0.5,0,0,0.5,0
0.02,0.46,0,0.5,0,0,0.5,0
0.02,0.47,0,0.5,0,0,0.5,0
0.02,0.48,0,0.5,0,0,0.5,0
0.02,0.49,0,0.5,0,0,0.5,0
0.02,0.5,0,0.5,0,0,0.5,0
0.02,0.51,0,0.5,0,0,0.5,0
0.02,0.52,0,0.5,0,0,0.5,0
0.02,0.53,0,0.5,0,0,0.5,0
0.02,0.54,0,0.5,0,0,0.5,0
0.02,0.55,0,0.5,0,0,0.5,0
0.02,0.56,0,0.5,0,0,0.5,0
0.02,0.57,0,0.5,0,0,0.5,0
0.02,0.58,0,0.5,0,0,0.5,0
0.02,0.59,0,0.5,0,0,0.5,0
0.02,0.6,0,0.5,0,0,0.5,0
0.02,0.61,0,0.5,0,0,0.5,0
0.02,0.62,0,0.5,0,0,0.5,0
0.02,0.63,0,0.5,0,0,0.5,0
0.02,0.64,0,0.5,0,0,0.5,0
0.02,0.65,0,0.5,0,0,0.5,0
0.02,0.66,0,0.5,0,0,0.5,0
0.02,0.67,0,0.5,0,0,0.5,0
0.02,0.68,0,0.5,0,0,0.5,0
0.02,0.69,0,0.5,0,0,0.5,0
0.02,0.7,0,0.5,0,0,0.5,0
0.02,0.71,0,0.5,0,0,0.5,0
0.02,0.72,0,0.5,0,0,0.5,0
0.02,0.73,0,0.5,0,0,0.5,0
0.02,0.74,0,0.5,0,0,0.5,0
0.02,0.75,0,0.5,0,0,0.5,0
0.02,0.76,0,0.5,0,0,0.5,0
0.02,0.77,0,0.5,0,0,0.5,0
0.02,0.78,0,0.5,0,0,0.5,0
0.02,0.79,0,0.5,0,0,0.5,0
0.02,0.8,0,0.5,0,0,0.5,0
0.02,0.81,0,0.5,0,0,0.5,0
0.02,0.82,0,0.5,0,0,0.5,0
0.02,0.83,0,0.5,0,0,0.5,0
0.02,0.84,0,0.5,0,0,0.5,0
0.02,0.85,0,0.5,0,0,0.5,0
0.02,0.86,0,0.5,0,0,0.5,0
0.02,0.87,0,0.5,0,0,0.5,0
0.02,0.88,0,0.5,0,0,0.5,0
0.02,0.89,0,0.5,0,0,0.5,0
0.02,0.9,0,0.5,0,0,0.5,0
0.02,0.91,0,0.5,0,0,0.5,0
0.02,0.92,0,0.5,0,0,0.5,0
0.02,0.93,0,0.5,0,0,0.5,0
0.02,0.94,0,0.5,0,0,0.5,0
0.02,0.95,0,0.5,0,0,0.5,0
0.02,0.96,0,0.5,0,0,0.5,0
0.02,0.97,0,0.5,0,0,0.5,0
0.02,0.98,0,0.5,0,0,0.5,0
0.02,0.99,0,0.5,0,0,0.5,0
0.02,1,0,0.5,0,0,0.5,0
0.03,0,0,0.5,0,0,0.5,0
0.03,0.01,0,0.5,0,0,0.5,0
0.03,0.02,0,0.5,0,0,0.5,0
0.03,0.03,0,0.5,0,0,0.5,0
0.03,0.04,0,0.5,0,0,0.5,0
0.03,0.05,0,0.5,0,0,0.5,0
0.03,0.06,0,0.5,0,0,0.5,0
0.03,0.07,0,0.5,0,0,0.5,0
0.03,0.08,0,0.5,0,0,0.5,0
0.03,0.09,0,0.5,0,0,0.5,0
0.03,0.1,0,0.5,0,0,0.5,0
0.03,0.11,0,0.5,0,0,0.5,0
0.03,0.12,0,0.5,0,0,0.5,0
0.03,0.13,0,0.5,0,0,0.5,0
0.03,0.14,0,0.5,0,0,0.5,0
0.03,0.15,0,0.5,0,0,0.5,0
0.03,0.16,0,0.5,0,0,0.5,0
0.03,0.17,0,0.5,0,0,0.5,0
0.03,0.18,0,0.5,0,0,0.5,0
0.03,0.19,0,0.5,0,0,0.5,0
0.03,0.2,0,0.5,0,0,0.5,0
0.03,0.21,0,0.5,0,0,0.5,0
0.03,0.22,0,0.5,0,0,0.5,0
0.03,0.23,0,0.5,0,0,0.5,0
0.03,0.24,0,0.5,0,0,0.5,0
0.03,0.25,0,0.5,0,0,0.5,0
0.03,0.26,0,0.5,0,0,0.5,0
0.03,0.27,0,0.5,0,0,0.5,0
0.03,0.28,0,0.5,0,0,0.5,0
0.03,0.29,0,0.5,0,0,0.5,0
0.03,0.3,0,0.5,0,0,0.5,0
0.03,0.31,0,0.5,0,0,0.5,0
0.03,0.32,0,0.5,0,0,0.5,0
0.03,0.33,0,0.5,0,0,0.5,0
0.03,0.34,0,0.5,0,0,0.5,0
0.03,0.35,0,0.5,0,0,0.5,0
0.03,0.36,0,0.5,0,0,0.5,0
0.03,0.37,0,0.5,0,0,0.5,0
0.03,0.38,0,0.5,0,0,0.5,0
0.03,0.39,0,0.5,0,0,0.5,0
0.03,0.4,0,0.5,0,0,0.5,0
0.03,0.41,0,0.5,0,0,0.5,0
0.03,0.42,0,0.5,0,0,0.5,0
0.03,0.43,0,0.5,0,0,0.5,0
0.03,0.44,0,0.5,0,0,0.5,0
0.03,0.45,0,0.5,0,0,0.5,0
0.03,0.46,0,0.5,0,0,0.5,0
0.03,0.47,0,0.5,0,0,0.5,0
0.03,0.48,0,0.5,0,0,0.5,0
0.03,0.49,0,0.5,0,0,0.5,0
0.03,0.5,0,0.5,0,0,0.5,0
0.03,0.51,0,0.5,0,0,0.5,0
0.03,0.52,0,0.5,0,0,0.5,0
0.03,0.53,0,0.5,0,0,0.5,0
0.03,0.54,0,0.5,0,0,0.5,0
0.03,0.55,0,0.5,0,0,0.5,0
0.03,0.56,0,0.5,0,0,0.5,0
0.03,0.57,0,0.5,0,0,0.5,0
0.03,0.58,0,0.5,0,0,0.5,0
0.03,0.59,0,0.5,0,0,0.5,0
0.03,0.6,0,0.5,0,0,0.5,0
0.03,0.61,0,0.5,0,0,0.5,0
0.03,0.62,0,0.5,0,0,0.5,0
0.03,0.63,0,0.5,0,0,0.5,0
0.03,0.64,0,0.5,0,0,0.5,0
0.03,0.65,0,0.5,0,0,0.5,0
0.03,0.66,0,0.5,0,0,0.5,0
0.03,0.67,0,0.5,0,0,0.5,0
0.03,0.68,0,0.5,0,0,0.5,0
0.03,0.69,0,0.5,0,0,0.5,0
0.03,0.7,0,0.5,0,0,0.5,0
0.03,0.71,0,0.5,0,0,0.5,0
0.03,0.72,0,0.5,0,0,0.5,0
0.03,0.73,0,0.5,0,0,0.5,0
0.03,0.74,0,0.5,0,0,0.5,0
0.03,0.75,0,0.5,0,0,0.5,0
0.03,0.76,0,0.5,0,0,0.5,0
0.03,0.77,0,0.5,0,0,0.5,0
0.03,0.78,0,0.5,0,0,0.5,0
0.03,0.79,0,0.5,0,0,0.5,0
0.03,0.8,0,0.5,0,0,0.5,0
0.03,0.81,0,0.5,0,0,0.5,0
0.03,0.82,0,0.5,0,0,0.5,0
0.03,0.83,0,0.5,0,0,0.5,0
0.03,0.84,0,0.5,0,0,0.5,0
0.03,0.85,0,0.5,0,0,0.5,0
0.03,0.86,0,0.5,0,0,0.5,0
0.03,0.87,0,0.5,0,0,0.5,0
0.03,0.88,0,0.5,0,0,0.5,0
0.03,0.89,0,0.5,0,0,0.5,0
0.03,0.9,0,0.5,0,0,0.5,0
0.03,0.91,0,0.5,0,0,0.5,0
0.03,0.92,0,0.5,0,0,0.5,0
0.03,0.93,0,0.5,0,0,0.5,0
0.03,0.94,0,0.5,0,0,0.5,0
0.03,0.95,0,0.5,0,0,0.5,0
0.03,0.96,0,0.5,0,0,0.5,0
0.03,0.97,0,0.5,0,0,0.5,0
0.03,0.98,0,0.5,0,0,0.5,0
0.03,0.99,0,0.5,0,0,0.5,0
0.03,1,0,0.5,0,0,0.5,0
0.04,0,0,0.5,0,0,0.5,0
0.04,0.01,0,0.5,0,0,0.5,0
0.04,0.02,0,0.5,0,0,0.5,0
0.04,0.03,0,0.5,0,0,0.5,0
0.04,0.04,0,0.5,0,0,0.5,0
0.04,0.05,0,0.5,0,0,0.5,0
0.04,0.06,0,0.5,0,0,0.5,0
0.04,0.07,0,0.5,0,0,0.5,0
0.04,0.08,0,0.5,0,0,0.5,0
0.04,0.09,0,0.5,0,0,0.5,0
0.04,0.1,0,0.5,0,0,0.5,0
0.04,0.11,0,0.5,0,0,0.5,0
0.04,0.12,0,0.5,0,0,0.5,0
0.04,0.13,0,0.5,0,0,0.5,0
0.04,0.14,0,0.5,0,0,0.5,0
0.04,0.15,0,0.5,0,0,0.5,0
0.04,0.16,0,0.5,0,0,0.5,0
0.04,0.17,0,0.5,0,0,0.5,0
0.04,0.18,0,0.5,0,0,0.5,0
0.04,0.19,0,0.5,0,0,0.5,0
0.04,0.2,0,0.5,0,0,0.5,0
0.04,0.21,0,0.5,0,0,0.5,0
0.04,0.22,0,0.5,0,0,0.5,0
0.04,0.23,0,0.5,0,0,0.5,0
0.04,0.24,0,0.5,0,0,0.5,0
0.04,0.25,0,0.5,0,0,0.5,0
0.04,0.26,0,0.5,0,0,0.5,0
0.04,0.27,0,0.5,0,0,0.5,0
0.04,0.28,0,0.5,0,0,0.5,0
0.04,0.29,0,0.5,0,0,0.5,0
0.04,0.3,0,0.5,0,0,0.5,0
0.04,0.31,0,0.5,0,0,0.5,0
0.04,0.32,0,0.5,0,0,0.5,0
0.04,0.33,0,0.5,0,0,0.5,0
0.04,0.34,0,0.5,0,0,0.5,0
0.04,0.35,0,0.5,0,0,0.5,0
0.04,0.36,0,0.5,0,0,0.5,0
0.04,0.37,0,0.5,0,0,0.5,0
0.04,0.38,0,0.5,0,0,0.5,0
0.04,0.39,0,0.5,0,0,0.5,0
0.04,0.4,0,0.5,0,0,0.5,0
0.04,0.41,0,0.5,0,0,0.5,0
0.04,0.42,0,0.5,0,0,0.5,0
0.04,0.43,0,0.5,0,0,0.5,0
0.04,0.44,0,0.5,0,0,0.5,0
0.04,0.45,0,0.5,0,0,0.5,0
0.04,0.46,0,0.5,0,0,0.5,0
0.04,0.47,0,0.5,0,0,0.5,0
0.04,0.48,0,0.5,0,0,0.5,0
0.04,0.49,0,0.5,0,0,0.5,0
0.04,0.5,0,0.5,0,0,0.5,0
0.04,0.51,0,0.5,0,0,0.5,0
0.04,0.52,0,0.5,0,0,0.5,0
0.04,0.53,0,0.5,0,0,0.5,0
0.04,0.54,0,0.5,0,0,0.5,0
0.04,0.55,0,0.5,0,0,0.5,0
0.04,0.56,0,0.5,0,0,0.5,0
0.04,0.57,0,0.5,0,0,0.5,0
0.04,0.58,0,0.5,0,0,0.5,0
0.04,0.59,0,0.5,0,0,0.5,0
0.04,0.6,0,0.5,0,0,0.5,0
0.04,0.61,0,0.5,0,0,0.5,0
0.04,0.62,0,0.5,0,0,0.5,0
0.04,0.63,0,0.5,0,0,0.5,0
0.04,0.64,0,0.5,0,0,0.5,0
0.04,0.65,0,0.5,0,0,0.5,0
0.04,0.66,0,0.5,0,0,0.5,0
0.04,0.67,0,0.5,0,0,0.5,0
0.04,0.68,0,0.5,0,0,0.5,0
0.04,0.69,0,0.5,0,0,0.5,0
0.04,0.7,0,0.5,0,0,0.5,0
0.04,0.71,0,0.5,0,0,0.5,0
0.04,0.72,0,0.5,0,0,0.5,0
0.04,0.73,0,0.5,0,0,0.5,0
0.04,0.74,0,0.5,0,0,0.5,0
0.04,0.75,0,0.5,0,0,0.5,0
0.04,0.76,0,0.5,0,0,0.5,0
0.04,0.77,0,0.5,0,0,0.5,0
0.04,0.78,0,0.5,0,0,0.5,0
0.04,0.79,0,0.5,0,0,0.5,0
0.04,0.8,0,0.5,0,0,0.5,0
0.04,0.81,0,0.5,0,0,0.5,0
0.04,0.82,0,0.5,0,0,0.5,0
0.04,0.83,0,0.5,0,0,0.5,0
0.04,0.84,0,0.5,0,0,0.5,0
0.04,0.85,0,0.5,0,0,0.5,0
0.04,0.86,0,0.5,0,0,0.5,0
0.04,0.87,0,0.5,0,0,0.5,0
0.04,0.88,0,0.5,0,0,0.5,0
0.04,0.89,0,0.5,0,0,0.5,0
0.04,0.9,0,0.5,0,0,0.5,0
0.04,0.91,0,0.5,0,0,0.5,0
0.04,0.92,0,0.5,0,0,0.5,0
0.04,0.93,0,0.5,0,0,0.5,0
0.04,0.94,0,0.5,0,0,0.5,0
0.04,0.95,0,0.5,0,0,0.5,0
0.04,0.96,0,0.5,0,0,0.5,0
0.04,0.97,0,0.5,0,0,0.5,0
0.04,0.98,0,0.5,0,0,0.5,0
0.04,0.99,0,0.5,0,0,0.5,0
0.04,1,0,0.5,0,0,0.5,0
0.05,0,0,0.5,0,0,0.5,0
0.05,0.01,0,0.5,0,0,0.5,0
0.05,0.02,0,0.5,0,0,0.5,0
0.05,0.03,0,0.5,0,0,0.5,0
0.05,0.04,0,0.5,0,0,0.5,0
0.05,0.05,0,0.5,0,0,0.5,0
0.05,0.06,0,0.5,0,0,0.5,0
0.05,0.07,0,0.5,0,0,0.5,0
0.05,0.08,0,0.5,0,0,0.5,0
0.05,0.09,0,0.5,0,0,0.5,0
0.05,0.1,0,0.5,0,0,0.5,0
0.05,0.11,0,0.5,0,0,0.5,0
0.05,0.12,0,0.5,0,0,0.5,0
0.05,0.13,0,0.5,0,0,0.5,0
0.05,0.14,0,0.5,0,0,0.5,0
0.05,0.15,0,0.5,0,0,0.5,0
0.05,0.16,0,0.5,0,0,0.5,0
0.05,0.17,0,0.5,0,0,0.5,0
0.05,0.18,0,0.5,0,0,0.5,0
0.05,0.19,0,0.5,0,0,0.5,0
0.05,0.2,0,0.5,0,0,0.5,0
0.05,0.21,0,0.5,0,0,0.5,0
0.05,0.22,0,0.5,0,0,0.5,0
0.05,0.23,0,0.5,0,0,0.5,0
0.05,0.24,0,0.5,0,0,0.5,0
0.05,0.25,0,0.5,0,0,0.5,0
0.05,0.26,0,0.5,0,0,0.5,0
0.05,0.27,0,0.5,0,0,0.5,0
0.05,0.28,0,0.5,0,0,0.5,0
0.05,0.29,0,0.5,0,0,0.5,0
0.05,0.3,0,0.5,0,0,0.5,0
0.05,0.31,0,0.5,0,0,0.5,0
0.05,0.32,0,0.5,0,0,0.5,0
0.05,0.33,0,0.5,0,0,0.5,0
0.05,0.34,0,0.5,0,0,0.5,0
0.05,0.35,0,0.5,0,0,0.5,0
0.05,0.36,0,0.5,0,0,0.5,0
0.05,0.37,0,0.5,0,0,0.5,0
0.05,0.38,0,0.5,0,0,0.5,0
0.05,0.39,0,0.5,0,0,0.5,0
0.05,0.4,0,0.5,0,0,0.5,0
0.05,0.41,0,0.5,0,0,0.5,0
0.05,0.42,0,0.5,0,0,0.5,0
0.05,0.43,0,0.5,0,0,0.5,0
0.05,0.44,0,0.5,0,0,0.5,0
0.05,0.45,0,0.5,0,0,0.5,0
0.05,0.46,0,0.5,0,0,0.5,0
0.05,0.47,0,0.5,0,0,0.5,0
0.05,0.48,0,0.5,0,0,0.5,0
0.05,0.49,0,0.5,0,0,0.5,0
0.05,0.5,0,0.5,0,0,0.5,0
0.05,0.51,0,0.5,0,0,0.5,0
0.05,0.52,0,0.5,0,0,0.5,0
0.05,0.53,0,0.5,0,0,0.5,0
0.05,0.54,0,0.5,0,0,0.5,0
0.05,0.55,0,0.5,0,0,0.5,0
0.05,0.56,0,0.5,0,0,0.5,0
0.05,0.57,0,0.5,0,0,0.5,0
0.05,0.58,0,0.5,0,0,0.5,0
0.05,0.59,0,0.5,0,0,0.5,0
0.05,0.6,0,0.5,0,0,0.5,0
0.05,0.61,0,0.5,0,0,0.5,0
0.05,0.62,0,0.5,0,0,0.5,0
0.05,0.63,0,0.5,0,0,0.5,0
0.05,0.64,0,0.5,0,0,0.5,0
0.05,0.65,0,0.5,0,0,0.5,0
0.05,0.66,0,0.5,0,0,0.5,0
0.05,0.67,0,0.5,0,0,0.5,0
0.05,0.68,0,0.5,0,0,0.5,0
0.05,0.69,0,0.5,0,0,0.5,0
0.05,0.7,0,0.5,0,0,0.5,0
0.05,0.71,0,0.5,0,0,0.5,0
0.05,0.72,0,0.5,0,0,0.5,0
0.05,0.73,0,0.5,0,0,0.5,0
0.05,0.74,0,0.5,0,0,0.5,0
0.05,0.75,0,0.5,0,0,0.5,0
0.05,0.76,0,0.5,0,0,0.5,0
0.05,0.77,0,0.5,0,0,0.5,0
0.05,0.78,0,0.5,0,0,0.5,0
0.05,0.79,0,0.5,0,0,0.5,0
0.05,0.8,0,0.5,0,0,0.5,0
0.05,0.81,0,0.5,0,0,0.5,0
0.05,0.82,0,0.5,0,0,0.5,0
0.05,0.83,0,0.5,0,0,0.5,0
