"fY","fW","Xd_equil","XX","XdX","XdXd","XY","XdY"
0.01,0.59,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.6,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.61,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.62,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.63,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.64,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.65,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.66,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.67,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.68,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.69,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.7,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.71,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.72,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.73,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.74,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.75,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.76,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.77,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.78,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.79,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.8,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.81,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.82,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.83,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.84,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.85,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.86,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.87,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.88,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.89,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.9,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.91,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.92,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.93,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.94,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.95,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.96,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.97,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.98,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,0.99,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.01,1,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.01,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.02,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.03,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.04,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.05,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.06,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.07,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.08,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.09,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.1,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.11,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.12,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.13,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.14,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.15,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.16,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.17,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.18,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.19,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.2,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.21,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.22,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.23,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.24,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.25,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.26,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.27,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.28,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.29,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.3,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.31,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.32,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.33,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.34,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.35,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.36,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.37,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.38,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.39,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.4,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.41,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.42,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.43,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.44,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.45,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.46,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.47,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.48,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.49,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.5,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.51,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.52,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.53,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.54,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.55,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.56,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.57,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.58,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.59,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.6,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.61,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.62,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.63,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.64,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.65,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.66,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.67,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.68,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.69,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.7,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.71,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.72,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.73,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.74,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.75,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.76,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.77,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.78,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.79,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.8,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.81,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.82,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.83,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.84,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.85,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.86,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.87,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.88,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.89,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.9,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.91,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.92,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.93,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.94,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.95,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.96,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.97,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.98,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,0.99,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.02,1,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.01,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.02,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.03,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.04,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.05,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.06,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.07,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.08,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.09,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.1,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.11,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.12,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.13,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.14,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.15,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.16,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.17,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.18,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.19,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.2,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.21,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.22,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.23,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.24,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.25,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
0.03,0.26,5.92878775009496e-323,0.5,3.95252516672997e-323,0,0.5,3.95252516672997e-323
